"","share_issue","share","issue","lobbyist"
"Y0000001489L","0.5-ENG",0.5,"ENG","Y0000001489L"
"Y0000001495L","0.381591723035026-BUD",0.381591723035026,"BUD","Y0000001495L"
"Y0000001501L","0.054204077155706-TRD",0.054204077155706,"TRD","Y0000001501L"
"Y0000001503L","0.946858986524957-IND",0.946858986524957,"IND","Y0000001503L"
"Y0000001506L","0.1-TRF",0.1,"TRF","Y0000001506L"
"Y0000001518L","0.145768994050468-ENV",0.145768994050468,"ENV","Y0000001518L"
"Y0000001521L","0.6-DEF",0.6,"DEF","Y0000001521L"
"Y0000001522L","0.2-TAX",0.2,"TAX","Y0000001522L"
"Y0000001523L","0.286414565826331-HOM",0.286414565826331,"HOM","Y0000001523L"
"Y0000001530L","0.0555555555555556-VET",0.0555555555555556,"VET","Y0000001530L"
"Y0000001537L","0.369804561258351-ENG",0.369804561258351,"ENG","Y0000001537L"
"Y0000001540L","0.382445848375451-EDU",0.382445848375451,"EDU","Y0000001540L"
"Y0000001546L","0.2-NAT",0.2,"NAT","Y0000001546L"
"Y0000001548L","0.201972599050729-ENV",0.201972599050729,"ENV","Y0000001548L"
"Y0000001549L","1-UTI",1,"UTI","Y0000001549L"
"Y0000001553L","0.25-TEC",0.25,"TEC","Y0000001553L"
"Y0000001553M","0.222668772509945-TAX",0.222668772509945,"TAX","Y0000001553M"
"Y0000001557L","0.333333333333333-MMM",0.333333333333333,"MMM","Y0000001557L"
"Y0000001560L","0.526939655172414-INS",0.526939655172414,"INS","Y0000001560L"
"Y0000001568L","0.172425560094197-ENV",0.172425560094197,"ENV","Y0000001568L"
"Y0000001571L","1-GAM",1,"GAM","Y0000001571L"
"Y0000001574L","0.469972597718956-MMM",0.469972597718956,"MMM","Y0000001574L"
"Y0000001577L","1-FIN",1,"FIN","Y0000001577L"
"Y0000001582L","0.265114196148679-MMM",0.265114196148679,"MMM","Y0000001582L"
"Y0000001583L","NaN-WEL",NA,"WEL","Y0000001583L"
"Y0000001586L","NaN-WEL",NA,"WEL","Y0000001586L"
"Y0000001588L","0.0794413919413919-TRD",0.0794413919413919,"TRD","Y0000001588L"
"Y0000001593L","0.258216812111779-MMM",0.258216812111779,"MMM","Y0000001593L"
"Y0000001594L","0.94753823084465-ENV",0.94753823084465,"ENV","Y0000001594L"
"Y0000001604L","0.186186868686869-TAX",0.186186868686869,"TAX","Y0000001604L"
"Y0000001608L","0.0833333333333333-TRA",0.0833333333333333,"TRA","Y0000001608L"
"Y0000001609L","1-BAN",1,"BAN","Y0000001609L"
"Y0000001612L","1-TAX",1,"TAX","Y0000001612L"
"Y0000001613L","0.5-FOR",0.5,"FOR","Y0000001613L"
"Y0000001615L","NaN-WEL",NA,"WEL","Y0000001615L"
"Y0000001616L","0.309748427672956-TAX",0.309748427672956,"TAX","Y0000001616L"
"Y0000001620L","0.5-HCR",0.5,"HCR","Y0000001620L"
"Y0000001623L","0.121135654468988-LBR",0.121135654468988,"LBR","Y0000001623L"
"Y0000001627L","0.383928571428571-DEF",0.383928571428571,"DEF","Y0000001627L"
"Y0000001630L","0.333333333333333-CPT",0.333333333333333,"CPT","Y0000001630L"
"Y0000001633L","0.238544474393531-LAW",0.238544474393531,"LAW","Y0000001633L"
"Y0000001643L","0.423623698649803-BUD",0.423623698649803,"BUD","Y0000001643L"
"Y0000001644L","0.191534391534392-RET",0.191534391534392,"RET","Y0000001644L"
"Y0000001652L","0.667899408284024-BUD",0.667899408284024,"BUD","Y0000001652L"
"Y0000001659L","NaN-WEL",NA,"WEL","Y0000001659L"
"Y0000001671L","1-FIN",1,"FIN","Y0000001671L"
"Y0000001673L","1-IND",1,"IND","Y0000001673L"
"Y0000001675L","0.206765772330408-TRD",0.206765772330408,"TRD","Y0000001675L"
"Y0000001676L","0.636363636363636-MMM",0.636363636363636,"MMM","Y0000001676L"
"Y0000001680L","0.240601503759399-BUD",0.240601503759399,"BUD","Y0000001680L"
"Y0000001681L","NaN-WEL",NA,"WEL","Y0000001681L"
"Y0000001682L","0.765287214329833-ENG",0.765287214329833,"ENG","Y0000001682L"
"Y0000001689L","0.354838709677419-FIN",0.354838709677419,"FIN","Y0000001689L"
"Y0000001702L","0.163095238095238-VET",0.163095238095238,"VET","Y0000001702L"
"Y0000001709L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000001709L"
"Y0000001712L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000001712L"
"Y0000001719L","0.5-MMM",0.5,"MMM","Y0000001719L"
"Y0000001720L","1-FAM",1,"FAM","Y0000001720L"
"Y0000001722L","0.262515262515263-FIN",0.262515262515263,"FIN","Y0000001722L"
"Y0000001722M","0.2-TRD",0.2,"TRD","Y0000001722M"
"Y0000001727L","1-NAT",1,"NAT","Y0000001727L"
"Y0000001739L","0.133135729448167-TAX",0.133135729448167,"TAX","Y0000001739L"
"Y0000001744L","0.25-TAX",0.25,"TAX","Y0000001744L"
"Y0000001745L","1-LBR",1,"LBR","Y0000001745L"
"Y0000001748L","0.23416979783069-HCR",0.23416979783069,"HCR","Y0000001748L"
"Y0000001758L","1-DEF",1,"DEF","Y0000001758L"
"Y0000001764L","1-DEF",1,"DEF","Y0000001764L"
"Y0000001765L","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000001765L"
"Y0000001774L","0.331283817019183-ENG",0.331283817019183,"ENG","Y0000001774L"
"Y0000001780L","0.331538461538462-BUD",0.331538461538462,"BUD","Y0000001780L"
"Y0000001781L","1-EDU",1,"EDU","Y0000001781L"
"Y0000001783L","0.138447971781305-TRD",0.138447971781305,"TRD","Y0000001783L"
"Y0000001786L","1-DEF",1,"DEF","Y0000001786L"
"Y0000001787L","0.209999494793933-MMM",0.209999494793933,"MMM","Y0000001787L"
"Y0000001791L","NaN-WEL",NA,"WEL","Y0000001791L"
"Y0000001793L","1-MMM",1,"MMM","Y0000001793L"
"Y0000001807L","0.733729943291467-FIN",0.733729943291467,"FIN","Y0000001807L"
"Y0000001815L","NaN-WEL",NA,"WEL","Y0000001815L"
"Y0000001817L","0.302049536032623-TEC",0.302049536032623,"TEC","Y0000001817L"
"Y0000001822L","1-LAW",1,"LAW","Y0000001822L"
"Y0000001823L","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000001823L"
"Y0000001825L","0.142857142857143-TRA",0.142857142857143,"TRA","Y0000001825L"
"Y0000001826L","0.236666094492979-TRA",0.236666094492979,"TRA","Y0000001826L"
"Y0000001827L","0.875-ENV",0.875,"ENV","Y0000001827L"
"Y0000001833L","NaN-WEL",NA,"WEL","Y0000001833L"
"Y0000001835L","1-IND",1,"IND","Y0000001835L"
"Y0000001838L","1-ANI",1,"ANI","Y0000001838L"
"Y0000001842L","0.404294107174648-ENG",0.404294107174648,"ENG","Y0000001842L"
"Y0000001843L","0.154761904761905-UTI",0.154761904761905,"UTI","Y0000001843L"
"Y0000001846L","0.142857142857143-TRA",0.142857142857143,"TRA","Y0000001846L"
"Y0000001854L","0.2-LAW",0.2,"LAW","Y0000001854L"
"Y0000001855L","0.666666666666667-UTI",0.666666666666667,"UTI","Y0000001855L"
"Y0000001859L","0.330403645833333-DEF",0.330403645833333,"DEF","Y0000001859L"
"Y0000001860L","0.320833333333333-TAX",0.320833333333333,"TAX","Y0000001860L"
"Y0000001865L","0.684684684684685-ENG",0.684684684684685,"ENG","Y0000001865L"
"Y0000001865M","0.883720930232558-CAW",0.883720930232558,"CAW","Y0000001865M"
"Y0000001867L","0.135356430520416-TRD",0.135356430520416,"TRD","Y0000001867L"
"Y0000001868L","0.118540051679587-TRD",0.118540051679587,"TRD","Y0000001868L"
"Y0000001871L","1-LAW",1,"LAW","Y0000001871L"
"Y0000001875L","0.919477914402362-TEC",0.919477914402362,"TEC","Y0000001875L"
"Y0000001878L","0.333333333333333-MMM",0.333333333333333,"MMM","Y0000001878L"
"Y0000001889L","0.518691588785047-HCR",0.518691588785047,"HCR","Y0000001889L"
"Y0000001896L","0.273049645390071-LAW",0.273049645390071,"LAW","Y0000001896L"
"Y0000001901L","0.828110161443495-EDU",0.828110161443495,"EDU","Y0000001901L"
"Y0000001910L","0.0620480399557587-TRD",0.0620480399557587,"TRD","Y0000001910L"
"Y0000001911L","0.0703416250918617-TRD",0.0703416250918617,"TRD","Y0000001911L"
"Y0000001912L","1-AGR",1,"AGR","Y0000001912L"
"Y0000001913L","0.0610763947295157-TRD",0.0610763947295157,"TRD","Y0000001913L"
"Y0000001919L","0.759479956663055-HCR",0.759479956663055,"HCR","Y0000001919L"
"Y0000001923L","0.130872483221477-TRD",0.130872483221477,"TRD","Y0000001923L"
"Y0000001928L","0.288673943967536-TAX",0.288673943967536,"TAX","Y0000001928L"
"Y0000001935L","0.666666666666667-BUD",0.666666666666667,"BUD","Y0000001935L"
"Y0000001939L","0.237769817069978-TRA",0.237769817069978,"TRA","Y0000001939L"
"Y0000001942L","0.308484203052893-FIN",0.308484203052893,"FIN","Y0000001942L"
"Y0000001952L","NaN-WEL",NA,"WEL","Y0000001952L"
"Y0000001956L","1-ENV",1,"ENV","Y0000001956L"
"Y0000001958L","0.19168214393613-BUD",0.19168214393613,"BUD","Y0000001958L"
"Y0000001959L","0.49328404189772-ENG",0.49328404189772,"ENG","Y0000001959L"
"Y0000001961L","0.25-TAX",0.25,"TAX","Y0000001961L"
"Y0000001962L","0.2-TRA",0.2,"TRA","Y0000001962L"
"Y0000001966L","0.390938288118826-BUD",0.390938288118826,"BUD","Y0000001966L"
"Y0000001973L","0.901639344262295-HOM",0.901639344262295,"HOM","Y0000001973L"
"Y0000001983L","1-HCR",1,"HCR","Y0000001983L"
"Y0000001992L","1-ENG",1,"ENG","Y0000001992L"
"Y0000001993L","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000001993L"
"Y0000001994L","1-BUD",1,"BUD","Y0000001994L"
"Y0000001998L","0.2367772064225-TAX",0.2367772064225,"TAX","Y0000001998L"
"Y0000002000L","0.333333333333333-TRD",0.333333333333333,"TRD","Y0000002000L"
"Y0000002009L","0.364928909952607-IND",0.364928909952607,"IND","Y0000002009L"
"Y0000002010L","1-ENG",1,"ENG","Y0000002010L"
"Y0000002014L","0.333333333333333-HOM",0.333333333333333,"HOM","Y0000002014L"
"Y0000002030L","0.311242797678853-GAM",0.311242797678853,"GAM","Y0000002030L"
"Y0000002032L","0.371646381522919-HCR",0.371646381522919,"HCR","Y0000002032L"
"Y0000002034L","0.5-BUD",0.5,"BUD","Y0000002034L"
"Y0000002035L","1-FOR",1,"FOR","Y0000002035L"
"Y0000002041L","0.288461538461538-ENG",0.288461538461538,"ENG","Y0000002041L"
"Y0000002051L","1-HCR",1,"HCR","Y0000002051L"
"Y0000002054L","0.0892857142857143-VET",0.0892857142857143,"VET","Y0000002054L"
"Y0000002062L","0.0701199476940125-TRA",0.0701199476940125,"TRA","Y0000002062L"
"Y0000002070L","0.166666666666667-TAX",0.166666666666667,"TAX","Y0000002070L"
"Y0000002071L","0.454347826086957-POS",0.454347826086957,"POS","Y0000002071L"
"Y0000002073L","0.333333333333333-TRD",0.333333333333333,"TRD","Y0000002073L"
"Y0000002085L","0.111111111111111-TRD",0.111111111111111,"TRD","Y0000002085L"
"Y0000002091L","0.157858529991641-SCI",0.157858529991641,"SCI","Y0000002091L"
"Y0000002097L","0.469666210161229-TAX",0.469666210161229,"TAX","Y0000002097L"
"Y0000002100L","0.994789405123752-TAX",0.994789405123752,"TAX","Y0000002100L"
"Y0000002104L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000002104L"
"Y0000002105L","NaN-WEL",NA,"WEL","Y0000002105L"
"Y0000002106L","1-BAN",1,"BAN","Y0000002106L"
"Y0000002107L","0.273049645390071-LAW",0.273049645390071,"LAW","Y0000002107L"
"Y0000002114L","1-ENG",1,"ENG","Y0000002114L"
"Y0000002116L","0.5-FOO",0.5,"FOO","Y0000002116L"
"Y0000002117L","0.313835088175398-MMM",0.313835088175398,"MMM","Y0000002117L"
"Y0000002122L","1-ENV",1,"ENV","Y0000002122L"
"Y0000002124L","0.178774999960079-IMM",0.178774999960079,"IMM","Y0000002124L"
"Y0000002127L","0.260342368045649-SCI",0.260342368045649,"SCI","Y0000002127L"
"Y0000002128L","0.25-NAT",0.25,"NAT","Y0000002128L"
"Y0000002130L","0.166666666666667-TAX",0.166666666666667,"TAX","Y0000002130L"
"Y0000002137L","0.834266517357223-DEF",0.834266517357223,"DEF","Y0000002137L"
"Y0000002150L","0.187755102040816-EDU",0.187755102040816,"EDU","Y0000002150L"
"Y0000002159L","0.427201377879553-MMM",0.427201377879553,"MMM","Y0000002159L"
"Y0000002160L","0.0966698069406895-TOR",0.0966698069406895,"TOR","Y0000002160L"
"Y0000002161L","1-SMB",1,"SMB","Y0000002161L"
"Y0000002162L","0.0555555555555556-TRF",0.0555555555555556,"TRF","Y0000002162L"
"Y0000002165L","0.6-AUT",0.6,"AUT","Y0000002165L"
"Y0000002166L","0.5-HCR",0.5,"HCR","Y0000002166L"
"Y0000002167L","0.444444444444444-BUD",0.444444444444444,"BUD","Y0000002167L"
"Y0000002168L","0.0935211543618623-TRF",0.0935211543618623,"TRF","Y0000002168L"
"Y0000002170L","1-HCR",1,"HCR","Y0000002170L"
"Y0000002177L","0.5-RES",0.5,"RES","Y0000002177L"
"Y0000002184L","0.722772277227723-HCR",0.722772277227723,"HCR","Y0000002184L"
"Y0000002192L","1-EDU",1,"EDU","Y0000002192L"
"Y0000002193L","0.316666666666667-DEF",0.316666666666667,"DEF","Y0000002193L"
"Y0000002194L","0.448202247191011-BUD",0.448202247191011,"BUD","Y0000002194L"
"Y0000002200L","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000002200L"
"Y0000002202L","0.48000379717123-FAM",0.48000379717123,"FAM","Y0000002202L"
"Y0000002203L","0.156571519020735-FIN",0.156571519020735,"FIN","Y0000002203L"
"Y0000002208L","0.248598356917082-FIN",0.248598356917082,"FIN","Y0000002208L"
"Y0000002212L","0.75-MAR",0.75,"MAR","Y0000002212L"
"Y0000002220L","0.0769230769230769-WAS",0.0769230769230769,"WAS","Y0000002220L"
"Y0000002224L","0.149119644773668-URB",0.149119644773668,"URB","Y0000002224L"
"Y0000002226L","0.134175129743558-MMM",0.134175129743558,"MMM","Y0000002226L"
"Y0000002227L","0.771428571428571-URB",0.771428571428571,"URB","Y0000002227L"
"Y0000002231L","NaN-WEL",NA,"WEL","Y0000002231L"
"Y0000002232L","0.119296375266525-TRA",0.119296375266525,"TRA","Y0000002232L"
"Y0000002235L","1-DEF",1,"DEF","Y0000002235L"
"Y0000002247L","0.276915309857377-ENV",0.276915309857377,"ENV","Y0000002247L"
"Y0000002256L","0.392857142857143-MMM",0.392857142857143,"MMM","Y0000002256L"
"Y0000002268L","0.377795440512897-DEF",0.377795440512897,"DEF","Y0000002268L"
"Y0000002277L","0.142857142857143-TRD",0.142857142857143,"TRD","Y0000002277L"
"Y0000002278L","0.124303815093289-TAX",0.124303815093289,"TAX","Y0000002278L"
"Y0000002282L","0.10109088606429-VET",0.10109088606429,"VET","Y0000002282L"
"Y0000002283L","1-ENG",1,"ENG","Y0000002283L"
"Y0000002294L","0.0890151515151515-TRA",0.0890151515151515,"TRA","Y0000002294L"
"Y0000002296L","0.222348674482775-ENV",0.222348674482775,"ENV","Y0000002296L"
"Y0000002301L","0.185131195335277-TOR",0.185131195335277,"TOR","Y0000002301L"
"Y0000002304L","0.390804597701149-BUD",0.390804597701149,"BUD","Y0000002304L"
"Y0000002307L","0.566929133858268-BAN",0.566929133858268,"BAN","Y0000002307L"
"Y0000002312L","0.131093299062049-TRD",0.131093299062049,"TRD","Y0000002312L"
"Y0000002319L","0.132433156067656-TOR",0.132433156067656,"TOR","Y0000002319L"
"Y0000002320L","1-BAN",1,"BAN","Y0000002320L"
"Y0000002321L","0.248101815978769-TAX",0.248101815978769,"TAX","Y0000002321L"
"Y0000002327L","0.516374322993599-BUD",0.516374322993599,"BUD","Y0000002327L"
"Y0000002328L","0.441860465116279-NAT",0.441860465116279,"NAT","Y0000002328L"
"Y0000002332L","0.421875-MMM",0.421875,"MMM","Y0000002332L"
"Y0000002333L","0.152241594920304-RET",0.152241594920304,"RET","Y0000002333L"
"Y0000002334L","0.133873417018797-BUD",0.133873417018797,"BUD","Y0000002334L"
"Y0000002335L","0.29835039817975-AGR",0.29835039817975,"AGR","Y0000002335L"
"Y0000002340L","0.0626704033224679-WEL",0.0626704033224679,"WEL","Y0000002340L"
"Y0000002346L","NaN-WEL",NA,"WEL","Y0000002346L"
"Y0000002347L","1-ENG",1,"ENG","Y0000002347L"
"Y0000002348L","0.401462061285616-HCR",0.401462061285616,"HCR","Y0000002348L"
"Y0000002350L","0.975581395348837-CPT",0.975581395348837,"CPT","Y0000002350L"
"Y0000002351L","0.133135729448167-TAX",0.133135729448167,"TAX","Y0000002351L"
"Y0000002353L","0.384615384615385-NAT",0.384615384615385,"NAT","Y0000002353L"
"Y0000002355L","1-SCI",1,"SCI","Y0000002355L"
"Y0000002361L","1-BUD",1,"BUD","Y0000002361L"
"Y0000002367L","0.0545884888311236-WEL",0.0545884888311236,"WEL","Y0000002367L"
"Y0000002376L","0.287580165806351-MMM",0.287580165806351,"MMM","Y0000002376L"
"Y0000002382L","0.173333333333333-TRA",0.173333333333333,"TRA","Y0000002382L"
"Y0000002387L","1-TAX",1,"TAX","Y0000002387L"
"Y0000002397L","1-TEC",1,"TEC","Y0000002397L"
"Y0000002401L","1-DEF",1,"DEF","Y0000002401L"
"Y0000002407L","0.0760013391042487-TAX",0.0760013391042487,"TAX","Y0000002407L"
"Y0000002409L","0.468746216248941-ENG",0.468746216248941,"ENG","Y0000002409L"
"Y0000002414L","0.110142226887475-TAX",0.110142226887475,"TAX","Y0000002414L"
"Y0000002415L","0.623085543518864-RRR",0.623085543518864,"RRR","Y0000002415L"
"Y0000002418L","NaN-WEL",NA,"WEL","Y0000002418L"
"Y0000002420L","0.675925925925926-DEF",0.675925925925926,"DEF","Y0000002420L"
"Y0000002427L","0.5-FOR",0.5,"FOR","Y0000002427L"
"Y0000002428L","0.218423028785982-BUD",0.218423028785982,"BUD","Y0000002428L"
"Y0000002429L","0.894736842105263-BUD",0.894736842105263,"BUD","Y0000002429L"
"Y0000002430L","NaN-WEL",NA,"WEL","Y0000002430L"
"Y0000002439L","0.914285714285714-URB",0.914285714285714,"URB","Y0000002439L"
"Y0000002442L","0.0588235294117647-WEL",0.0588235294117647,"WEL","Y0000002442L"
"Y0000002449L","0.205988455988456-TAX",0.205988455988456,"TAX","Y0000002449L"
"Y0000002452L","1-FIN",1,"FIN","Y0000002452L"
"Y0000002453L","0.361718161266014-TOB",0.361718161266014,"TOB","Y0000002453L"
"Y0000002454L","0.507337526205451-BUD",0.507337526205451,"BUD","Y0000002454L"
"Y0000002457L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000002457L"
"Y0000002462L","0.116634646173551-TEC",0.116634646173551,"TEC","Y0000002462L"
"Y0000002464L","0.422222222222222-HCR",0.422222222222222,"HCR","Y0000002464L"
"Y0000002465L","0.290697674418605-TRA",0.290697674418605,"TRA","Y0000002465L"
"Y0000002466L","0.362745098039216-SPO",0.362745098039216,"SPO","Y0000002466L"
"Y0000002467L","0.134972170686456-TRA",0.134972170686456,"TRA","Y0000002467L"
"Y0000002471L","0.2367772064225-TAX",0.2367772064225,"TAX","Y0000002471L"
"Y0000002473L","0.125-VET",0.125,"VET","Y0000002473L"
"Y0000002482L","0.372938689217759-TAX",0.372938689217759,"TAX","Y0000002482L"
"Y0000002485L","0.109532828282828-TAX",0.109532828282828,"TAX","Y0000002485L"
"Y0000002487L","0.0907179779561688-MMM",0.0907179779561688,"MMM","Y0000002487L"
"Y0000002499L","0.694444444444444-DEF",0.694444444444444,"DEF","Y0000002499L"
"Y0000002501L","0.369789399671879-FOR",0.369789399671879,"FOR","Y0000002501L"
"Y0000002502L","0.156309710613678-TRD",0.156309710613678,"TRD","Y0000002502L"
"Y0000002512L","0.702044688026981-TAX",0.702044688026981,"TAX","Y0000002512L"
"Y0000002516L","0.562691131498471-HCR",0.562691131498471,"HCR","Y0000002516L"
"Y0000002518L","1-AVI",1,"AVI","Y0000002518L"
"Y0000002521L","0.054204077155706-TRD",0.054204077155706,"TRD","Y0000002521L"
"Y0000002523L","1-VET",1,"VET","Y0000002523L"
"Y0000002525L","1-HCR",1,"HCR","Y0000002525L"
"Y0000002527L","0.673507462686567-TRD",0.673507462686567,"TRD","Y0000002527L"
"Y0000002532L","0.174094707520891-AGR",0.174094707520891,"AGR","Y0000002532L"
"Y0000002534L","0.142857142857143-TAX",0.142857142857143,"TAX","Y0000002534L"
"Y0000002537L","0.732142857142857-DEF",0.732142857142857,"DEF","Y0000002537L"
"Y0000002540L","0.117647058823529-HCR",0.117647058823529,"HCR","Y0000002540L"
"Y0000002544L","0.214571591930083-ENG",0.214571591930083,"ENG","Y0000002544L"
"Y0000002545L","NaN-WEL",NA,"WEL","Y0000002545L"
"Y0000002554L","0.142857142857143-TRA",0.142857142857143,"TRA","Y0000002554L"
"Y0000002559L","1-AER",1,"AER","Y0000002559L"
"Y0000002564L","1-VET",1,"VET","Y0000002564L"
"Y0000002568L","0.415222824930866-TAX",0.415222824930866,"TAX","Y0000002568L"
"Y0000002572L","0.101736111111111-TAX",0.101736111111111,"TAX","Y0000002572L"
"Y0000002573L","0.191860465116279-MMM",0.191860465116279,"MMM","Y0000002573L"
"Y0000002576L","0.18976101158577-HCR",0.18976101158577,"HCR","Y0000002576L"
"Y0000002581L","0.146697388632872-SCI",0.146697388632872,"SCI","Y0000002581L"
"Y0000002584L","0.655339805825243-RET",0.655339805825243,"RET","Y0000002584L"
"Y0000002588L","0.0954545454545455-TRD",0.0954545454545455,"TRD","Y0000002588L"
"Y0000002590L","0.166666666666667-TRA",0.166666666666667,"TRA","Y0000002590L"
"Y0000002591L","1-ART",1,"ART","Y0000002591L"
"Y0000002595L","1-CHM",1,"CHM","Y0000002595L"
"Y0000002599L","NaN-WEL",NA,"WEL","Y0000002599L"
"Y0000002600L","0.197916666666667-INS",0.197916666666667,"INS","Y0000002600L"
"Y0000002601L","0.36924164558471-EDU",0.36924164558471,"EDU","Y0000002601L"
"Y0000002604L","0.0620480399557587-TRD",0.0620480399557587,"TRD","Y0000002604L"
"Y0000002606L","0.0555555555555556-TRF",0.0555555555555556,"TRF","Y0000002606L"
"Y0000002614L","0.901869158878505-BUD",0.901869158878505,"BUD","Y0000002614L"
"Y0000002619L","0.978753742842064-BUD",0.978753742842064,"BUD","Y0000002619L"
"Y0000002621L","0.130517516452835-TRD",0.130517516452835,"TRD","Y0000002621L"
"Y0000002622L","0.646341463414634-AGR",0.646341463414634,"AGR","Y0000002622L"
"Y0000002623L","0.129725030583609-TRD",0.129725030583609,"TRD","Y0000002623L"
"Y0000002625L","0.5-AVI",0.5,"AVI","Y0000002625L"
"Y0000002631L","0.431309904153355-TOB",0.431309904153355,"TOB","Y0000002631L"
"Y0000002632L","1-IND",1,"IND","Y0000002632L"
"Y0000002643L","0.754098360655738-CPT",0.754098360655738,"CPT","Y0000002643L"
"Y0000002644L","0.29824079164376-TAX",0.29824079164376,"TAX","Y0000002644L"
"Y0000002649L","0.476489028213166-TRD",0.476489028213166,"TRD","Y0000002649L"
"Y0000002650L","0.59375-BUD",0.59375,"BUD","Y0000002650L"
"Y0000002653L","0.136126748545507-TOB",0.136126748545507,"TOB","Y0000002653L"
"Y0000002655L","0.892916528101097-AGR",0.892916528101097,"AGR","Y0000002655L"
"Y0000002657L","0.181682409200625-LAW",0.181682409200625,"LAW","Y0000002657L"
"Y0000002662L","0.901867248194085-TAX",0.901867248194085,"TAX","Y0000002662L"
"Y0000002665L","0.25-ENG",0.25,"ENG","Y0000002665L"
"Y0000002671L","NaN-WEL",NA,"WEL","Y0000002671L"
"Y0000002673L","0.258899676375405-TAX",0.258899676375405,"TAX","Y0000002673L"
"Y0000002674L","0.333333333333333-MMM",0.333333333333333,"MMM","Y0000002674L"
"Y0000002676L","0.481981981981982-BUD",0.481981981981982,"BUD","Y0000002676L"
"Y0000002678L","0.288791822227202-FOR",0.288791822227202,"FOR","Y0000002678L"
"Y0000002679L","0.0678027123528745-WAS",0.0678027123528745,"WAS","Y0000002679L"
